KO_ID	KO_function	TARA_155_DCM	TARA_155_MES	TARA_155_SRF	TARA_158_DCM	TARA_158_MES	TARA_158_SRF	TARA_163_MES	TARA_163_SRF	TARA_168_DCM	TARA_168_SRF	TARA_173_DCM	TARA_173_SRF	TARA_175_SRF	TARA_178_SRF	TARA_180_DCM	TARA_180_SRF	TARA_188_DCM	TARA_188_SRF	TARA_189_DCM	TARA_189_MES	TARA_189_SRF	TARA_191_SRF	TARA_193_SRF	TARA_194_DCM	TARA_194_SRF	TARA_196_SRF	TARA_205_MES	TARA_205_SRF	TARA_210_MES	TARA_210_SRF
K09894	uncharacterized protein	33.8635	10.2865	7.6935	3.4735	21.3233	0.0	87.0397	56.34	243.032	0.0	174.99620000000002	23.3367	0.0	16.7878	539.5801	31.4043	37.2451	23.6119	0.0	0.0	0.0	0.0	2.9314	12.491	0.0	0.0	23.105900000000002	27.1152	36.6149	11.5687
K09895	uncharacterized protein	1791.7004	685.4135	1161.7269	368.5173	1004.9391	2453.8834	1681.3352	4679.8982	1741.756	747.7141	3932.1528	4036.2595	3011.0535	2728.2993	3436.1313	1464.6775	2338.7307	2719.1998	2440.5662	724.0968	2167.7801	830.5735	1308.1408	4788.1847	2030.0901999999999	1152.2272	1530.1533	3246.3294	1354.2062	652.3621
K09896	uncharacterized protein	3.8598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K09897	uncharacterized protein	90.0762	9.3408	13.3387	44.1439	65.7987	25.6874	254.80849999999998	73.30789999999999	232.3108	0.0	216.52800000000002	89.0446	55.9418	65.0314	580.4177	48.2876	51.7413	27.9608	0.0	20.712799999999998	1.5802	0.0	5.6328	20.5367	0.0	0.0	41.907	11.7515	34.437	0.0
K09898	uncharacterized protein	528.6787	154.8564	379.5456	232.7912	181.9176	1345.9591	979.057	3188.5929	1443.9735	822.2916	2345.6511	2774.9258	3184.5168	1675.4601	2618.0852	1319.8334	1428.5686	1910.4247	1263.2419	234.7815	1410.5734	605.525	952.1549	2684.0923	1465.0277	1052.6139	858.65	2996.7952999999998	260.0801	288.1725
K09899	uncharacterized protein	16.5106	11.0	4.5861	19.7407	9.219800000000001	3.6416	126.63369999999999	25.0	208.84040000000002	0.0	210.3969	66.0047	30.1849	29.619400000000002	533.2597	25.5	61.3712	24.2257	0.0	0.0	0.0	0.0	0.0	17.2553	0.0	0.0	23.831	13.0	20.0	4.787
K09900	N4-acetylcytidine amidohydrolase [EC:3.5.1.135]	18.4277	0.0	5.7438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	8.4159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2476	0.0	0.0
K09901	uncharacterized protein	10.423	8.8043	4.4268	24.7864	0.0	0.0	90.6044	0.0	162.6182	0.0	116.8661	7.7819	0.0	0.0	455.0685	6.0872	46.3375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6542	0.0
K09902	uncharacterized protein	488.4755	257.9663	304.5332	125.9136	163.1868	1433.013	855.2249	3367.7349	1337.0576999999998	699.8119	1959.7612	2977.7538	2164.9738	2200.7159	2391.5831	1281.062	1463.663	2122.7396	1469.2511	259.3905	1429.4591	588.7657	909.953	2219.3668000000002	1591.29	1008.8761	719.5897	2397.5074	222.2728	261.3401
K09903	uridylate kinase [EC:2.7.4.22]	7538.4664	5660.5746	9597.1059	3284.9248	3561.7858	7167.2008000000005	6307.6912	6395.207	6043.676	5150.6118	6710.4672	8616.1347	8625.9463	5415.1023000000005	6981.451	6830.4748	5699.0535	8659.985	4837.9232	4978.8246	6887.1874	3548.3689	5491.9554	9151.6682	7139.7001	6543.4845	5195.0801	9888.6205	5129.9171	5934.5141
K09904	uncharacterized protein	24.7262	11.0	11.5678	16.2051	14.6269	0.0	89.5238	21.6481	208.4281	0.0	194.51760000000002	73.17309999999999	15.8987	36.734	553.5757	40.1447	76.4341	17.7169	0.0	0.0	0.0	2.0939	5.8265	11.620800000000001	0.0	0.0	21.334600000000002	37.8836	39.572	7.6532
K09906	elongation factor P hydroxylase [EC:1.14.-.-]	404.27660000000003	80.64	301.2247	227.73760000000001	87.0627	1512.8368	1101.7435	2729.8622	720.2691	471.4691	2466.8853	2580.9706	2332.1498	1801.0472	1834.5853	1235.7906	1209.0414	1788.1908	1201.3319000000001	106.6654	1276.76	471.9775	843.1897	2202.6399	1344.5351	595.4205	761.0364999999999	2465.6078	155.8515	260.7291
K09907	uncharacterized protein	17.6057	0.0	3.308	0.0	130.1766	0.0	26.0	0.0	6.4658	0.0	0.0	8.0588	0.0	29.455099999999998	4.41	0.0	0.0	0.0	0.0	16.8004	0.0	0.0	0.0	0.0	4.5133	0.0	0.0	0.0	6.5971	5.3584
K09908	uncharacterized protein	379.9078	69.8166	361.3147	302.5471	115.82469999999999	1796.0673000000002	413.6931	3149.4478	1386.2393	1139.033	2873.2357	2599.2331	2744.4726	1842.5729	2413.5983	1170.7318	1166.9185	1537.5026	1293.566	144.17510000000001	1195.0461	553.3907	970.2898	1794.4165	1434.6227000000001	779.3213000000001	754.2411999999999	2317.0063	188.44480000000001	309.6761
K09909	uncharacterized protein	25.6942	3.6063	9.1835	0.0	15.424299999999999	0.0	106.8126	0.0	187.0907	0.0	118.207	5.1758	0.0	0.0	486.7335	10.305	41.1743	0.0	0.0	5.3825	0.0	0.0	0.0	0.0	0.0	0.0	13.8736	0.0	25.6899	0.0
K09910	uncharacterized protein	120.3224	13.8835	20.7155	21.8948	49.7332	0.0	504.33570000000003	56.0665	240.1276	0.0	231.1465	113.64240000000001	53.3787	38.8767	685.7230000000001	48.1172	54.8291	49.6739	44.0	0.0	39.5217	0.0	32.5317	19.6782	73.1433	6.0	23.1075	86.0787	70.904	8.7113
K09912	uncharacterized protein	180.4426	34.7806	91.13470000000001	91.0685	134.8949	92.1815	719.9702	1447.1597	1072.1024	401.6789	1465.5269	1241.6390000000001	1224.8756	1214.3847	1237.0722	804.4694000000001	826.8955	1286.2238	813.8233	102.5669	581.5699	469.9665	658.1877	1425.565	1485.4602	590.2681	522.0408	1285.7166	192.4602	159.4134
K09913	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	2482.0539	314.0057	1420.2723	392.86050000000006	279.6276	1077.914	1388.7173	4557.6701	1177.6819	626.4189	2132.205	2078.0144	1311.276	2476.9807	2251.9652	1951.3714	1719.7093	2227.6584000000003	1614.3966	437.795	1705.4775	910.7573	1263.4222	3415.5921	2095.1389	1798.5998	1408.9867	2362.7118	992.4838	703.0198
K09914	putative lipoprotein	6.6485	34.6512	0.0	0.0	10.5821	0.0	85.7175	0.0	82.0513	7.9671	15.735	0.0	8.5058	0.0	133.8091	9.3871	16.3822	3.8846	0.0	8.3858	0.0	2.4811	25.613799999999998	0.0	0.0	0.0	17.7946	37.0	13.7347	0.0
K09915	uncharacterized protein	26.9502	52.3315	24.622799999999998	8.2159	29.9251	25.1808	282.4251	808.2773	226.80620000000002	0.0	133.8308	13.280100000000001	55.9036	69.2876	514.4139	212.11669999999998	57.8429	46.7861	57.3113	76.7989	56.3063	100.02539999999999	74.9156	154.9056	91.6342	204.1377	34.3793	55.6169	101.1719	28.8386
K09916	uncharacterized protein	349.0098	41.6645	389.6153	200.5537	154.7511	1532.7589	772.2016	2536.9226	1293.6623000000002	662.7660999999999	2399.9946	3032.2615	2368.1594	1820.5154	2393.0011999999997	1298.3689	1257.3786	1408.6001999999999	1050.3062	104.6698	1050.5297	538.3242	944.6311	1786.0841	1293.9539	865.4239	682.4802	2500.7038	172.3947	300.593
K09917	uncharacterized protein	7.5359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K09918	uncharacterized protein	74.4524	13.6557	17.5587	26.0929	59.127900000000004	0.0	306.2894	41.9961	214.5529	0.0	274.7023	79.9377	30.5246	13.1181	588.3809	164.0622	86.02420000000001	29.2143	0.0	0.0	0.0	3.3741	21.961399999999998	17.6733	3.3196	0.0	27.6573	68.6781	42.508700000000005	12.9729
K09919	uncharacterized protein	4669.2101	1638.6196	4277.4097	951.7345	1231.8259	4316.7409	2824.4638	3383.7322	2355.0639	1567.3536	3748.3883	3723.3808	4150.4932	2723.5981	3581.8577999999998	3593.1219	2653.6725	3231.4154	1882.9949000000001	1716.8569	3338.8615	1205.0669	3164.4593	3553.7945	3153.3938	3847.6927	1976.9828	5632.1	2420.7319	3016.8656
K09920	uncharacterized protein	2883.0422	905.5753	3358.1777	451.418	506.2058	2389.7214	1663.3449	1538.8294999999998	905.5862	465.5225	2216.3740000000003	2584.8419	3241.5184	1790.7254	2936.2306	2089.5477	2273.5218	2522.4354000000003	1810.4345	870.1061000000001	2564.5071	853.5391	1541.5961	3596.6479	1686.3002	2309.4748	1139.5915	5302.3413	1820.0661	2028.4909
K09921	uncharacterized protein	3533.9381	1094.0719	2963.2245	647.897	650.3057	3144.413	2306.1858	3504.6675999999998	2024.3289	1264.3761	3891.9381000000003	4693.8556	3963.2817	3438.7966	4046.1842	3189.9033	2424.973	3268.5945	2715.1325	1221.9261	2431.3813999999998	1122.9401	2369.8377	3554.6315	2678.9443	2374.1027	1564.5719	4452.0454	1698.8953999999999	2167.401
K09922	uncharacterized protein	0.0	0.0	0.0	0.0	98.325	5.759	23.1586	21.1981	46.0674	0.0	3.3312	15.7485	0.0	6.5736	0.0	6.8947	4.3585	0.0	0.0	0.0	0.0	14.9133	0.0	0.0	0.0	0.0	0.0	11.8699	0.0	0.0
K09923	uncharacterized protein	0.0	34.2617	0.0	16.8907	6.2301	3.1534	17.0	41.6636	0.0	4.6549	136.6284	88.15339999999999	21.7611	40.6077	146.16219999999998	42.864599999999996	24.7641	29.6755	0.0	0.0	32.6042	0.0	66.8269	6.2389	36.919	0.0	37.5721	103.41159999999999	16.4631	0.0
K09924	uncharacterized protein	421.5598	157.0889	983.0758	24.5982	156.9764	457.7665	233.915	62.042300000000004	177.0468	9.625	105.2589	122.7621	44.6292	27.7965	479.508	148.8907	394.2246	470.32640000000004	72.76469999999999	137.9501	307.3902	100.30940000000001	189.6873	312.5458	101.5984	383.8696	221.9956	556.169	379.6655	183.1569
K09925	uncharacterized protein	0.0	0.0	0.0	0.0	0.0	0.0	10.7009	0.0	0.0	0.0	3.703	0.0	0.0	0.0	14.7315	0.0	6.3879	11.9231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K09926	uncharacterized protein	89.2547	26.7166	18.3431	15.299800000000001	65.1531	0.0	394.06719999999996	49.449	281.5891	0.0	254.99079999999998	154.7191	34.3708	62.2137	666.6367	350.0926	65.1361	50.5415	0.0	4.5449	58.8763	22.1391	103.0626	313.6754	45.3302	7.4892	44.7353	61.7139	56.9688	5.521
K09927	uncharacterized protein	157.60060000000001	520.8967	232.6776	0.0	390.0571	80.7947	776.5041	412.4917	118.85979999999999	80.27170000000001	555.1571	690.1080000000001	339.7355	1180.2921999999999	575.3538	752.4401	713.5811	980.0667	251.0189	684.1196	531.6764	464.2088	428.7666	705.6996	826.6483000000001	643.8608	422.0478	854.1865	362.8035	301.4775
K09928	uncharacterized protein	3450.8384	1068.3956	2567.442	437.6299	1083.2183	3070.2578	2927.6224	5809.6588	2746.9369	1298.174	3847.4636	3427.6446	3106.4919	3567.1899	3734.5511	2231.5294	2613.3061000000002	4182.0346	2288.2655	1214.2247	2839.6401	1297.6803	2408.2186	3870.5953	2540.8564	2252.3916	2089.0052	3970.2172	2242.1327	2116.7287
K09929	uncharacterized protein	85.1725	58.9237	16.7158	83.75970000000001	85.25800000000001	140.4921	498.6527	1031.5664	833.2432	163.4293	471.0749	212.8431	358.5589	798.6998	592.7585	409.7224	312.2119	417.7989	180.1633	67.83239999999999	254.1464	120.6223	240.4099	495.8718	584.8951	234.9583	122.4197	566.1098	36.8262	7.6706
K09930	uncharacterized protein	198.4067	127.5318	190.5395	111.5474	479.5276	166.7715	1200.8935000000001	1440.526	1152.9934	231.0906	876.709	537.8022	498.107	941.3802000000001	1136.6295	815.6156	388.27750000000003	565.8854	270.9717	98.6097	384.39	348.5915	542.2971	1048.982	802.4435	399.7557	247.9638	840.7132	181.1662	89.98179999999999
K09931	uncharacterized protein	1358.2586	568.3115	1469.4845	791.0867000000001	468.5299	2611.6679	1215.7168	2835.1376999999998	3092.3387000000002	2875.4731	2229.3736	2238.0061	3505.189	4620.57	1511.4438	2381.4438	2291.8869	3203.6571	1513.3978	756.7338	2403.4723	1683.2892	2881.9842	2415.9948	2589.9533	1624.3839	1252.0707	3708.9058	970.8026	1288.6178
K09932	uncharacterized protein	39.8655	0.0	115.2044	41.4122	6.3922	37.222	20.366100000000003	59.999300000000005	57.8197	0.0	54.239999999999995	131.4571	71.096	141.28719999999998	69.19330000000001	100.76230000000001	169.8901	210.5229	124.1104	0.0	87.0802	17.0594	153.7435	199.499	249.56629999999998	103.0476	16.4224	92.96209999999999	7.638	18.3876
K09933	MtfA peptidase	131.7816	356.9724	101.859	21.455599999999997	221.6348	34.0393	664.2548	96.67830000000001	341.7432	23.6732	364.4068	212.409	546.6226	225.67870000000002	746.0853	129.7315	521.996	679.5254	177.9299	192.2943	233.4058	126.87740000000001	168.851	565.015	221.6406	222.345	275.0996	366.9172	541.4724	122.0319
K09934	uncharacterized protein	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K09936	bacterial/archaeal transporter family-2 protein	938.8978	425.05989999999997	535.9856	275.2389	299.4026	264.7646	573.3822	507.9913	277.5031	57.7393	901.7837	891.4565	792.6261	980.3986	1307.0846	2248.7139	714.6214	841.6589	319.38750000000005	242.51850000000002	789.9159999999999	645.0386	642.1024	857.8116	1280.1084	602.0686	586.865	728.0544	480.7915	592.3941
K09937	uncharacterized protein	1808.2585	1109.54	2047.5578	857.1053	764.5802	2789.0392	1456.1299	2663.905	1041.639	674.1168	1993.6356999999998	2615.4065	3015.0423	1962.3846	1480.4734	2633.116	1583.9414	2101.5053	1414.3546	835.393	2025.7303	854.8747999999999	2083.9848	2119.5342	1866.2129	1002.8842	1571.5922	2269.3977	1719.4044999999999	1151.4319
K09938	uncharacterized protein	1412.9231	474.65680000000003	843.0681999999999	233.12879999999998	319.6145	2056.7073	919.6075	3504.5911	1434.5514	891.5449	2789.8688	3167.6637	2785.9241	2328.6152	2464.1854000000003	1752.3971	1409.8897	2346.1683	1322.8697	276.3972	1666.122	644.4327	1126.0942	2447.5278	1734.9076	1182.3134	967.4316	2516.0112	384.4641	492.3483
K09939	uncharacterized protein	57.788	24.0515	17.9179	9.6042	88.1974	0.0	400.5785	0.0	99.4622	13.3882	210.6681	11.7985	12.2053	30.3212	777.4612	90.535	72.2886	184.1843	0.0	66.5005	0.0	67.25919999999999	96.0865	36.668	28.5852	159.5612	30.2223	104.9281	55.7423	8.9619
K09940	uncharacterized protein	126.1416	265.7538	128.4001	116.4665	290.1701	946.3036	513.7411	2113.6671	859.9676	1090.3888	1507.514	1788.6693	1987.3175999999999	2620.1402	994.3255	711.3438	1182.181	1394.3186	369.7572	196.68110000000001	780.9658	587.5732	858.894	708.8444	732.8935	504.3535	475.795	1651.768	409.2283	29.260199999999998
K09941	uncharacterized protein	638.4814	58.9138	271.9153	308.9333	182.7177	933.1109	825.7731000000001	3983.7056	850.8156	1796.0452	2117.3182	3693.6438	3608.293	2423.9834	2857.5519999999997	1594.7497	1660.4502	2443.6145	1706.0582	254.5142	1926.1715	501.6945	1095.8372	2952.3352	2040.3926999999999	1265.8669	911.1056	2473.184	232.58010000000002	414.9397
K09942	uncharacterized protein	42.8599	21.8568	75.3291	0.0	25.0434	0.0	16.991500000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1255	0.0	0.0	53.5287	0.0	0.0	0.0	0.0	0.0	4.5686	31.6489	0.0	31.7199	14.6301
K09946	uncharacterized protein	60.0826	27.8184	92.8063	92.8803	49.8574	30.1436	12.7746	0.0	277.9579	486.67370000000005	62.738	23.4261	65.011	49.536500000000004	30.4869	177.4963	76.0917	65.6178	8.21	12.9646	8.0101	51.7695	88.8379	203.8235	259.9928	141.1685	107.3272	193.68290000000002	10.3917	51.698499999999996
K09947	uncharacterized protein	103.862	9.9703	68.43979999999999	40.4624	10.5844	188.39679999999998	353.2611	574.5603	245.56919999999997	85.2694	405.0704	311.0793	165.4345	255.9555	143.65359999999998	9.813600000000001	78.6524	125.95200000000001	116.5574	20.6666	129.4276	0.0	99.6916	53.0986	411.9549	53.0665	35.1535	113.0672	25.2816	75.9437
K09948	uncharacterized protein	2419.2886	2608.4525	3227.7981	2036.1804	1330.5199	5320.3096	3133.3016	4089.0673	1660.1332	5433.4187	3338.7123	5100.8967999999995	5807.8342	4594.5454	3105.0045	3945.1954	4434.4137	4579.5591	2359.6359	2123.7371	3851.7199	3227.0915	3332.2808	3971.0554	3570.6277999999998	4906.5306	3207.8135	3287.6452	2867.2706	2888.6255
K09949	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	1690.3575	854.6124	1241.1951	1172.9347	635.6224	1760.6539	1128.3556	914.6228	638.4615	1298.9666	609.6909	830.1872000000001	744.4863	1003.8788999999999	1342.7774	1957.8971000000001	742.9994	1045.2417	1195.8958	773.7726	1191.1118	1562.6508	1243.6398	1179.3641	1690.8712	1369.5838	1422.0288	1660.5669	1395.1938	1684.0369
K09950	uncharacterized protein	2546.5512	888.4042000000001	1568.8908000000001	588.6643	825.1721	1513.7468000000001	1690.9967	3669.41	1899.5408	1017.6006	3043.1883	2721.7785	2934.7784	2997.2004	2800.7645	1159.7449	2255.6136	3251.466	2091.2914	857.3349000000001	2030.7344	544.567	833.2173	2416.3469999999998	1893.0955	1503.3151	1762.6543	2082.3864	1529.5399	2557.3122
K09951	CRISPR-associated protein Cas2	17.2381	35.919	20.926000000000002	82.4733	20.8815	87.7739	34.9451	48.9491	6.5823	17.1754	12.098	0.0	0.0	68.5439	3.1228	14.1877	9.3333	5.3232	4.6006	71.52459999999999	5.3574	53.6103	24.3936	27.865499999999997	13.8252	4.7404	9.3379	2.8456	8.7147	0.0
K09952	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	10.06	0.0	10.416599999999999	21.742600000000003	0.0	28.0767	3.8914	82.7561	151.3395	22.7566	59.9821	123.54820000000001	70.2051	64.3494	44.7114	79.077	30.504199999999997	147.7605	16.6529	0.0	23.1975	12.981	19.0	192.3839	44.232600000000005	0.0	51.275999999999996	181.5713	0.0	0.0
K09953	lipid A 3-O-deacylase [EC:3.1.1.-]	100.5184	49.2235	74.8767	355.5394	105.7595	184.3796	190.6299	1134.3379	863.2129000000001	595.7964	707.5644	738.1296	1134.4644	674.2565	586.1682000000001	485.9631	505.4479	886.3674000000001	251.5513	29.3063	555.0912	451.49739999999997	626.4077	370.5584	682.9581	388.0957	318.0799	1074.2529	207.7448	142.01780000000002
K09954	uncharacterized protein	381.6308	37.71	523.0974	117.7654	178.7582	1257.7721	640.2792	1295.6404	1461.479	694.2861	1179.679	1643.9442	2471.3046999999997	1428.6349	1759.493	1842.2829	1525.1943	1631.8532	852.084	107.1702	1410.0115	897.819	1097.8328999999999	1097.2617	670.4284	807.7466	621.0607	1882.194	182.8037	343.5326
K09955	uncharacterized protein	151.7721	364.1159	182.88830000000002	275.9303	198.92680000000001	158.3442	456.8931	880.511	125.4966	82.4221	96.1349	102.6746	327.0963	576.1786	54.809799999999996	34.5638	113.3393	120.1266	34.8631	458.9386	42.2645	22.156200000000002	82.3414	34.2898	29.8705	130.2649	175.7912	21.4716	294.8144	158.1688
K09956	uncharacterized protein	176.7196	2.6111	125.833	63.8105	43.0349	97.0	0.0	26.4281	19.9053	6.1474	43.3158	27.4526	0.0	14.2175	0.0	0.0	18.0721	12.1886	0.0	0.0	0.0	0.0	29.2351	4.9754	32.614000000000004	5.5228	0.0	12.0	0.0	0.0
K09957	uncharacterized protein	0.0	0.0	0.0	0.0	3.7041	0.0	0.0	0.0	9.3315	0.0	5.3817	0.0	9.052	2.9158	8.9068	6.9594	20.7724	15.2563	0.0	0.0	4.3746	13.31	4.1774	14.0	0.0	22.0	0.0	27.0	0.0	3.5564
K09958	uncharacterized protein	39.0903	28.4717	2.5329	2.9221	78.1449	18.316599999999998	107.7375	118.3843	80.4768	15.8173	165.1765	197.6402	47.3945	177.1986	420.7209	100.24210000000001	283.6897	241.1692	169.8353	65.6144	80.7821	26.583599999999997	133.5495	218.8836	232.7422	117.1184	27.4202	207.0845	28.3563	6.6406
K09959	uncharacterized protein	2031.285	351.2999	901.6664999999999	2043.4851	368.2831	964.98	574.2189999999999	285.52139999999997	2614.459	5308.2011999999995	1436.0456	1991.5312	4969.5470000000005	1347.9789	950.8454	2006.8882	2896.0055	1247.9429	2235.5681999999997	399.50719999999995	1694.8408	1849.9699	1645.5181	1835.5347	4819.463	2376.2264999999998	726.9469	1243.5753	890.3691	4029.8033
K09960	uncharacterized protein	5.2295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1816	0.0	0.0	0.0	0.0	0.0	0.0	8.5355	0.0	0.0	0.0	0.0	18.5543	0.0	0.0	0.0
K09961	uncharacterized protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8632	0.0	0.0	0.0	0.0	0.0	189.97939999999997	5.9956	0.0	0.0	0.0	0.0	0.0	5.0971	0.0	12.2665	0.0	0.0	15.2294	0.0	0.0	0.0
K09962	uncharacterized protein	99.7649	13.8031	85.5783	0.0	37.3577	0.0	43.9062	0.0	13.5392	0.0	21.4822	0.0	0.0	0.0	26.0	9.9194	5.6087	0.0	0.0	29.055	0.0	0.0	0.0	0.0	0.0	0.0	11.0003	23.2665	35.1541	5.265
K09964	uncharacterized protein	414.81940000000003	345.4779	595.9015	245.1058	242.6883	346.9773	706.292	743.2908	528.6071000000001	312.6646	951.0678	1044.1811	529.1496	1372.2257	938.7125	824.4871999999999	513.4256	841.0120000000001	279.9726	743.6639	417.9649	475.3665	745.7098	806.2371	1039.9254	640.5728	560.7632	1350.485	478.21860000000004	467.6191
K09965	uncharacterized protein	0.0	0.0	0.0	0.0	10.9129	0.0	2.356	2.878	18.0	47.5524	12.4345	12.7222	17.1266	65.5	0.0	127.0	2.8061	7.4049	8.1684	4.5272	27.8212	24.6088	98.9613	15.915500000000002	185.1749	84.4397	29.2987	157.3503	4.6078	28.5649
K09966	uncharacterized protein	5879.288	3207.9432	6641.9288	4213.8221	2933.4133	6520.6675000000005	4478.4999	5401.843	3387.6058000000003	4056.2342	5689.1665	6475.8538	6794.9329	4488.1654	4259.2058	6244.918	4383.7573	5879.848199999999	4200.7053	3486.1603	5219.7635	3540.2137000000002	4628.2417	4973.5882	4677.6452	3897.2939	5051.0962	6959.5142000000005	4712.7819	5321.8939
K09967	uncharacterized protein	1497.2788	1262.3724	1302.2142	464.5668	477.7631	1574.9005	1233.5392	2208.832	1313.2543	837.9995	1911.991	2595.3822	1380.8959	2171.3887	2016.4916	1087.2177	1191.6507	1711.5961	1273.3383999999999	578.9046	1115.3256999999999	520.0425	1532.5935	2742.6419	1739.5026	1174.3969	871.8723	2699.9002	997.6195	747.3818
K09968	uncharacterized protein	385.6012	107.2758	377.4264	411.0207000000001	68.2798	529.8294	271.1671	621.3905	115.6829	218.6866	408.5735	937.8982	1285.9243000000001	546.0225	315.4479	771.4084	306.7599	725.4521	828.5467	106.2722	1502.4723	141.0083	768.7043	802.0439	455.8184	298.6617	239.8067	1344.4180000000001	265.4466	244.39589999999998
K09969	general L-amino acid transport system substrate-binding protein	1150.8835000000001	894.1815	1525.6009999999999	393.6441	741.2582	1922.1161	1572.2865	2268.2889	1714.8915	1195.8402	1864.6229	1685.4144000000001	2859.2386	2803.4241	793.7364	3145.4176	1475.7102	1750.9011	1640.604	1386.9043	1965.369	1358.0835	1797.7250000000001	1489.4684	2151.596	1622.72	1299.9268	2202.8743	1489.5539	1660.3341
K09970	general L-amino acid transport system permease protein	1856.2732	881.5055	1189.4613	529.7916	1111.0384999999999	1795.9221	1475.457	2315.9809999999998	1740.54	1203.6438	2155.8392	2306.883	2447.3791	3245.1236	1175.4211	2727.1726	1334.0946999999999	1663.5494	1275.4604	1959.2792	1543.7204	1094.3275	1949.3477	3056.2919	1837.7087	2224.4794	1698.1653	2390.6289	1376.7249	1580.4212
K09971	general L-amino acid transport system permease protein	2595.2264	1451.3665	2100.5016	434.2444	1607.7877	2055.4271	2203.3856	2284.2905	1733.0049999999999	1610.1909	2367.1201	2571.3660999999997	2654.7198	3076.6406	1509.1838	2818.3622	2042.3071	1791.1927	2064.3343	2137.7712	2022.0529000000001	1266.7626	1546.2832	3283.755	2180.7364000000002	2454.1625	2010.138	2329.5998	2037.9421	3067.0639
K09972	general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]	761.7319	501.5917	581.8809	368.5006	602.9782	1666.1228	1136.7078	2674.4774	1781.7464	686.0032	1774.8946	2288.4333	1714.9611	2255.9782	1432.8298	1228.2911	937.1661	1458.5323	1171.2316	656.0085	1405.1904	754.1028	1144.8118	1138.147	1693.107	1145.7532	990.1995	1832.2883	877.0786	457.7459
K09973	uncharacterized protein	285.3494	181.07250000000002	146.6426	19.639599999999998	123.9876	103.41329999999999	630.6718999999999	875.3368	620.9264	77.0288	413.0144	62.6151	169.7355	241.5208	813.1727999999999	513.1157999999999	340.4689	154.42759999999998	160.5992	150.9728	231.53	599.6992	227.3267	317.4217	336.2834	435.6909	261.0373	571.6256	173.1056	153.5872
K09974	uncharacterized protein	154.2552	81.053	254.1216	109.267	122.7887	355.1988	211.4647	420.70259999999996	202.5759	153.6972	314.7975	186.04840000000002	521.8093	167.1824	246.078	66.8447	299.1785	181.9393	96.9777	91.2919	264.8623	257.0812	129.627	308.7372	161.6265	300.5695	165.81130000000002	450.1084	214.68619999999999	75.2419
K09975	uncharacterized protein	43.294700000000006	37.5301	145.1601	93.7601	165.5098	439.4451	477.98749999999995	1288.9305	593.9676000000001	872.0998	1371.8805	590.0867	495.85470000000004	977.476	730.7832999999999	575.5761	514.0762	585.7363	940.2607	468.34250000000003	585.1792	637.9748	352.3251	1287.5295	680.9574	313.8293	692.2623	740.1377	337.26390000000004	286.5626
K09977	uncharacterized protein	111.9897	25.281200000000002	167.4587	218.2234	104.84079999999999	1006.5921000000001	598.9895	3629.325	2194.192	649.5068	2453.2035	1437.6695	2316.3275	1731.8367	1275.3927	1013.0899	1008.3714	942.5317	913.8358000000001	66.5916	574.8643	1062.0399	654.5716	1407.831	1064.2971	698.7505	579.5024999999999	1760.1515	97.88459999999999	216.2613
K09978	uncharacterized protein	154.6137	35.848	28.086399999999998	3.0	81.3733	0.0	543.7081	29.3112	177.5286	41.4902	263.7159	27.624200000000002	20.0778	91.1343	539.4354	130.3175	254.74589999999998	242.9677	38.5177	55.2326	85.4816	81.79490000000001	143.2202	81.7301	278.67289999999997	265.2232	120.9949	214.5686	163.85229999999999	116.5686
